"","exp","id","condition","isold","item","rating"
"12689","SB2021_e2","SB2021_e2_33","D",0,"culprit","3"
"12690","SB2021_e2","SB2021_e2_33","D",0,"comrade","5"
"12691","SB2021_e2","SB2021_e2_33","D",0,"rickety","1"
"12692","SB2021_e2","SB2021_e2_33","D",0,"bonanza","1"
"12693","SB2021_e2","SB2021_e2_33","D",1,"puberty","1"
"12694","SB2021_e2","SB2021_e2_33","D",0,"acquire","2"
"12695","SB2021_e2","SB2021_e2_33","D",1,"flapper","1"
"12696","SB2021_e2","SB2021_e2_33","D",0,"isolate","3"
"12697","SB2021_e2","SB2021_e2_33","D",0,"fallout","5"
"12698","SB2021_e2","SB2021_e2_33","D",0,"oversee","5"
"12699","SB2021_e2","SB2021_e2_33","D",1,"etching","1"
"12700","SB2021_e2","SB2021_e2_33","D",1,"jackass","4"
"12701","SB2021_e2","SB2021_e2_33","D",0,"ejector","1"
"12702","SB2021_e2","SB2021_e2_33","D",1,"spindly","6"
"12703","SB2021_e2","SB2021_e2_33","D",0,"sizable","1"
"12704","SB2021_e2","SB2021_e2_33","D",0,"eroding","1"
"12705","SB2021_e2","SB2021_e2_33","D",0,"comical","3"
"12706","SB2021_e2","SB2021_e2_33","D",1,"dropout","6"
"12707","SB2021_e2","SB2021_e2_33","D",0,"stiffen","2"
"12708","SB2021_e2","SB2021_e2_33","D",0,"muffled","4"
"12709","SB2021_e2","SB2021_e2_33","D",1,"infancy","6"
"12710","SB2021_e2","SB2021_e2_33","D",1,"walkout","5"
"12711","SB2021_e2","SB2021_e2_33","D",0,"integer","4"
"12712","SB2021_e2","SB2021_e2_33","D",0,"budding","1"
"12713","SB2021_e2","SB2021_e2_33","D",0,"launder","1"
"12714","SB2021_e2","SB2021_e2_33","D",0,"gunnery","4"
"12715","SB2021_e2","SB2021_e2_33","D",0,"flicker","1"
"12716","SB2021_e2","SB2021_e2_33","D",1,"captive","5"
"12717","SB2021_e2","SB2021_e2_33","D",1,"upstart","6"
"12718","SB2021_e2","SB2021_e2_33","D",1,"tidings","1"
"12719","SB2021_e2","SB2021_e2_33","D",0,"berserk","1"
"12720","SB2021_e2","SB2021_e2_33","D",0,"charter","4"
"12721","SB2021_e2","SB2021_e2_33","A",1,"carnal","2"
"12722","SB2021_e2","SB2021_e2_33","A",1,"flail","4"
"12723","SB2021_e2","SB2021_e2_33","A",1,"tendonitis","6"
"12724","SB2021_e2","SB2021_e2_33","A",1,"schooldays","5"
"12725","SB2021_e2","SB2021_e2_33","A",1,"whatever","6"
"12726","SB2021_e2","SB2021_e2_33","A",0,"corsage","1"
"12727","SB2021_e2","SB2021_e2_33","A",1,"wary","1"
"12728","SB2021_e2","SB2021_e2_33","A",0,"extractor","3"
"12729","SB2021_e2","SB2021_e2_33","A",0,"gorgeous","1"
"12730","SB2021_e2","SB2021_e2_33","A",1,"stoma","6"
"12731","SB2021_e2","SB2021_e2_33","A",1,"selfish","6"
"12732","SB2021_e2","SB2021_e2_33","A",1,"cyan","6"
"12733","SB2021_e2","SB2021_e2_33","A",0,"valid","1"
"12734","SB2021_e2","SB2021_e2_33","A",1,"dinette","1"
"12735","SB2021_e2","SB2021_e2_33","A",0,"donate","4"
"12736","SB2021_e2","SB2021_e2_33","A",1,"urinary","6"
"12737","SB2021_e2","SB2021_e2_33","A",1,"splendid","2"
"12738","SB2021_e2","SB2021_e2_33","A",0,"pinnacle","4"
"12739","SB2021_e2","SB2021_e2_33","A",1,"slightly","3"
"12740","SB2021_e2","SB2021_e2_33","A",0,"condition","2"
"12741","SB2021_e2","SB2021_e2_33","A",1,"aspirate","6"
"12742","SB2021_e2","SB2021_e2_33","A",1,"absinthe","6"
"12743","SB2021_e2","SB2021_e2_33","A",0,"supposed","1"
"12744","SB2021_e2","SB2021_e2_33","A",1,"needy","6"
"12745","SB2021_e2","SB2021_e2_33","A",1,"poisonous","5"
"12746","SB2021_e2","SB2021_e2_33","A",1,"adopt","4"
"12747","SB2021_e2","SB2021_e2_33","A",0,"perfectly","1"
"12748","SB2021_e2","SB2021_e2_33","A",0,"kerchief","1"
"12749","SB2021_e2","SB2021_e2_33","A",1,"excrete","3"
"12750","SB2021_e2","SB2021_e2_33","A",1,"destiny","5"
"12751","SB2021_e2","SB2021_e2_33","A",1,"abrasion","6"
"12752","SB2021_e2","SB2021_e2_33","A",1,"brainstem","6"
"12753","SB2021_e2","SB2021_e2_33","A",0,"login","1"
"12754","SB2021_e2","SB2021_e2_33","A",1,"unsafe","6"
"12755","SB2021_e2","SB2021_e2_33","A",1,"fetus","6"
"12756","SB2021_e2","SB2021_e2_33","A",0,"tannery","1"
"12757","SB2021_e2","SB2021_e2_33","A",0,"malformed","1"
"12758","SB2021_e2","SB2021_e2_33","A",0,"changer","1"
"12759","SB2021_e2","SB2021_e2_33","A",1,"shrinkage","6"
"12760","SB2021_e2","SB2021_e2_33","A",0,"hers","1"
"12761","SB2021_e2","SB2021_e2_33","A",1,"precious","3"
"12762","SB2021_e2","SB2021_e2_33","A",0,"heliport","1"
"12763","SB2021_e2","SB2021_e2_33","A",1,"canola","6"
"12764","SB2021_e2","SB2021_e2_33","A",1,"neither","1"
"12765","SB2021_e2","SB2021_e2_33","A",1,"distract","1"
"12766","SB2021_e2","SB2021_e2_33","A",0,"spearfish","1"
"12767","SB2021_e2","SB2021_e2_33","A",1,"workbook","2"
"12768","SB2021_e2","SB2021_e2_33","A",0,"hydrometer","1"
"12769","SB2021_e2","SB2021_e2_33","A",0,"extremity","1"
"12770","SB2021_e2","SB2021_e2_33","A",0,"guardrail","4"
"12771","SB2021_e2","SB2021_e2_33","A",1,"unhappy","1"
"12772","SB2021_e2","SB2021_e2_33","A",1,"mammogram","6"
"12773","SB2021_e2","SB2021_e2_33","A",0,"fairytale","1"
"12774","SB2021_e2","SB2021_e2_33","A",1,"cockfight","6"
"12775","SB2021_e2","SB2021_e2_33","A",1,"simple","4"
"12776","SB2021_e2","SB2021_e2_33","A",0,"edema","3"
"12777","SB2021_e2","SB2021_e2_33","A",0,"torturer","1"
"12778","SB2021_e2","SB2021_e2_33","A",0,"breadfruit","1"
"12779","SB2021_e2","SB2021_e2_33","A",0,"scorn","1"
"12780","SB2021_e2","SB2021_e2_33","A",0,"dumb","2"
"12781","SB2021_e2","SB2021_e2_33","A",0,"unexpected","3"
"12782","SB2021_e2","SB2021_e2_33","A",0,"grazer","4"
"12783","SB2021_e2","SB2021_e2_33","A",0,"dependent","4"
"12784","SB2021_e2","SB2021_e2_33","A",0,"faith","1"
"12785","SB2021_e2","SB2021_e2_33","A",1,"worthless","4"
"12786","SB2021_e2","SB2021_e2_33","A",0,"cummerbund","5"
"12787","SB2021_e2","SB2021_e2_33","A",0,"persuader","2"
"12788","SB2021_e2","SB2021_e2_33","A",1,"houseplant","6"
"12789","SB2021_e2","SB2021_e2_33","A",0,"combo","1"
"12790","SB2021_e2","SB2021_e2_33","A",1,"schnapps","6"
"12791","SB2021_e2","SB2021_e2_33","A",1,"afterbirth","6"
"12792","SB2021_e2","SB2021_e2_33","A",1,"sidewall","1"
"12793","SB2021_e2","SB2021_e2_33","A",1,"fairness","5"
"12794","SB2021_e2","SB2021_e2_33","A",1,"drooping","3"
"12795","SB2021_e2","SB2021_e2_33","A",0,"peepshow","1"
"12796","SB2021_e2","SB2021_e2_33","A",1,"stability","1"
"12797","SB2021_e2","SB2021_e2_33","A",0,"midlife","2"
"12798","SB2021_e2","SB2021_e2_33","A",0,"otherwise","4"
"12799","SB2021_e2","SB2021_e2_33","A",1,"propose","3"
"12800","SB2021_e2","SB2021_e2_33","A",1,"mulled","5"
"12801","SB2021_e2","SB2021_e2_33","A",1,"agenda","1"
"12802","SB2021_e2","SB2021_e2_33","A",0,"paralegal","1"
"12803","SB2021_e2","SB2021_e2_33","A",0,"grappler","5"
"12804","SB2021_e2","SB2021_e2_33","A",0,"bereaved","1"
"12805","SB2021_e2","SB2021_e2_33","A",1,"carjacker","1"
"12806","SB2021_e2","SB2021_e2_33","A",1,"slight","2"
"12807","SB2021_e2","SB2021_e2_33","A",0,"cruel","4"
"12808","SB2021_e2","SB2021_e2_33","A",0,"natural","1"
"12809","SB2021_e2","SB2021_e2_33","A",1,"importance","1"
"12810","SB2021_e2","SB2021_e2_33","A",1,"burlesque","6"
"12811","SB2021_e2","SB2021_e2_33","A",1,"quickie","6"
"12812","SB2021_e2","SB2021_e2_33","A",1,"chairlady","6"
"12813","SB2021_e2","SB2021_e2_33","A",1,"gunsmith","6"
"12814","SB2021_e2","SB2021_e2_33","A",0,"backless","1"
"12815","SB2021_e2","SB2021_e2_33","A",1,"tradition","4"
"12816","SB2021_e2","SB2021_e2_33","A",1,"retention","2"
"12817","SB2021_e2","SB2021_e2_33","A",0,"timecard","3"
"12818","SB2021_e2","SB2021_e2_33","A",0,"bulky","1"
"12819","SB2021_e2","SB2021_e2_33","A",1,"endorphin","6"
"12820","SB2021_e2","SB2021_e2_33","A",0,"wherever","1"
"12821","SB2021_e2","SB2021_e2_33","A",1,"jambalaya","6"
"12822","SB2021_e2","SB2021_e2_33","A",0,"boring","5"
"12823","SB2021_e2","SB2021_e2_33","A",0,"urethane","4"
"12824","SB2021_e2","SB2021_e2_33","A",1,"thrush","6"
"12825","SB2021_e2","SB2021_e2_33","A",0,"affection","2"
"12826","SB2021_e2","SB2021_e2_33","A",0,"headphone","1"
"12827","SB2021_e2","SB2021_e2_33","A",0,"spirit","4"
"12828","SB2021_e2","SB2021_e2_33","A",1,"soul","1"
"12829","SB2021_e2","SB2021_e2_33","A",0,"enough","1"
"12830","SB2021_e2","SB2021_e2_33","A",0,"cantina","1"
"12831","SB2021_e2","SB2021_e2_33","A",0,"cryptogram","5"
"12832","SB2021_e2","SB2021_e2_33","A",0,"naughty","1"
"12833","SB2021_e2","SB2021_e2_33","A",1,"such","1"
"12834","SB2021_e2","SB2021_e2_33","A",0,"sheathe","1"
"12835","SB2021_e2","SB2021_e2_33","A",0,"adequate","4"
"12836","SB2021_e2","SB2021_e2_33","A",0,"flaxseed","1"
"12837","SB2021_e2","SB2021_e2_33","A",1,"jeweled","6"
"12838","SB2021_e2","SB2021_e2_33","A",0,"inner","1"
"12839","SB2021_e2","SB2021_e2_33","A",0,"prominent","2"
"12840","SB2021_e2","SB2021_e2_33","A",0,"dryness","1"
"12841","SB2021_e2","SB2021_e2_33","B",1,"capsize","6"
"12842","SB2021_e2","SB2021_e2_33","B",0,"refresh","1"
"12843","SB2021_e2","SB2021_e2_33","B",0,"dictate","2"
"12844","SB2021_e2","SB2021_e2_33","B",0,"freebie","1"
"12845","SB2021_e2","SB2021_e2_33","B",0,"lunatic","1"
"12846","SB2021_e2","SB2021_e2_33","B",0,"bribery","5"
"12847","SB2021_e2","SB2021_e2_33","B",0,"scumbag","3"
"12848","SB2021_e2","SB2021_e2_33","B",1,"inquire","4"
"12849","SB2021_e2","SB2021_e2_33","B",1,"segment","6"
"12850","SB2021_e2","SB2021_e2_33","B",0,"leakage","1"
"12851","SB2021_e2","SB2021_e2_33","B",0,"surpass","1"
"12852","SB2021_e2","SB2021_e2_33","B",0,"gallant","2"
"12853","SB2021_e2","SB2021_e2_33","B",1,"sopping","6"
"12854","SB2021_e2","SB2021_e2_33","B",1,"unarmed","6"
"12855","SB2021_e2","SB2021_e2_33","B",1,"conceal","4"
"12856","SB2021_e2","SB2021_e2_33","B",1,"grapple","6"
"12857","SB2021_e2","SB2021_e2_33","B",1,"lineage","6"
"12858","SB2021_e2","SB2021_e2_33","B",0,"charred","1"
"12859","SB2021_e2","SB2021_e2_33","B",1,"streaky","6"
"12860","SB2021_e2","SB2021_e2_33","B",0,"squashy","1"
"12861","SB2021_e2","SB2021_e2_33","B",1,"amnesia","6"
"12862","SB2021_e2","SB2021_e2_33","B",0,"earshot","1"
"12863","SB2021_e2","SB2021_e2_33","B",0,"brewing","2"
"12864","SB2021_e2","SB2021_e2_33","B",0,"mislead","3"
"12865","SB2021_e2","SB2021_e2_33","B",1,"discard","6"
"12866","SB2021_e2","SB2021_e2_33","B",0,"breeder","1"
"12867","SB2021_e2","SB2021_e2_33","B",0,"airbase","1"
"12868","SB2021_e2","SB2021_e2_33","B",1,"earnest","2"
"12869","SB2021_e2","SB2021_e2_33","B",0,"conquer","1"
"12870","SB2021_e2","SB2021_e2_33","B",1,"install","6"
"12871","SB2021_e2","SB2021_e2_33","B",0,"slapper","1"
"12872","SB2021_e2","SB2021_e2_33","B",1,"billing","6"
"12873","SB2021_e2","SB2021_e2_33","B",0,"residue","1"
"12874","SB2021_e2","SB2021_e2_33","B",1,"gourmet","6"
"12875","SB2021_e2","SB2021_e2_33","B",1,"retreat","5"
"12876","SB2021_e2","SB2021_e2_33","B",1,"geology","6"
"12877","SB2021_e2","SB2021_e2_33","B",1,"refrain","6"
"12878","SB2021_e2","SB2021_e2_33","B",0,"compact","1"
"12879","SB2021_e2","SB2021_e2_33","B",0,"twitchy","1"
"12880","SB2021_e2","SB2021_e2_33","B",0,"revival","3"
"12881","SB2021_e2","SB2021_e2_33","B",1,"thermal","4"
"12882","SB2021_e2","SB2021_e2_33","B",1,"agitate","6"
"12883","SB2021_e2","SB2021_e2_33","B",1,"pounder","6"
"12884","SB2021_e2","SB2021_e2_33","B",1,"hydrate","5"
"12885","SB2021_e2","SB2021_e2_33","B",1,"trilogy","6"
"12886","SB2021_e2","SB2021_e2_33","B",0,"sensory","1"
"12887","SB2021_e2","SB2021_e2_33","B",1,"inflict","2"
"12888","SB2021_e2","SB2021_e2_33","B",0,"dweller","1"
"12889","SB2021_e2","SB2021_e2_33","B",0,"intrude","1"
"12890","SB2021_e2","SB2021_e2_33","B",0,"patriot","1"
"12891","SB2021_e2","SB2021_e2_33","B",1,"testify","6"
"12892","SB2021_e2","SB2021_e2_33","B",0,"deflect","1"
"12893","SB2021_e2","SB2021_e2_33","B",0,"tumbler","1"
"12894","SB2021_e2","SB2021_e2_33","B",1,"heroism","6"
"12895","SB2021_e2","SB2021_e2_33","B",1,"roundup","6"
"12896","SB2021_e2","SB2021_e2_33","B",1,"heathen","6"
"12897","SB2021_e2","SB2021_e2_33","B",0,"graphic","2"
"12898","SB2021_e2","SB2021_e2_33","B",1,"reunion","6"
"12899","SB2021_e2","SB2021_e2_33","B",1,"immerse","6"
"12900","SB2021_e2","SB2021_e2_33","B",0,"tatters","1"
"12901","SB2021_e2","SB2021_e2_33","B",0,"handler","3"
"12902","SB2021_e2","SB2021_e2_33","B",0,"nemesis","1"
"12903","SB2021_e2","SB2021_e2_33","B",1,"smuggle","6"
"12904","SB2021_e2","SB2021_e2_33","B",1,"ailment","6"
"12905","SB2021_e2","SB2021_e2_33","B",0,"faculty","1"
"12906","SB2021_e2","SB2021_e2_33","B",0,"voucher","1"
"12907","SB2021_e2","SB2021_e2_33","B",0,"politic","1"
"12908","SB2021_e2","SB2021_e2_33","B",1,"glimmer","6"
"12909","SB2021_e2","SB2021_e2_33","B",0,"bumpkin","1"
"12910","SB2021_e2","SB2021_e2_33","B",1,"rampage","5"
"12911","SB2021_e2","SB2021_e2_33","B",1,"prosper","5"
"12912","SB2021_e2","SB2021_e2_33","B",0,"mongrel","1"
"12913","SB2021_e2","SB2021_e2_33","B",0,"rebirth","2"
"12914","SB2021_e2","SB2021_e2_33","B",1,"persist","4"
"12915","SB2021_e2","SB2021_e2_33","B",0,"revisit","2"
"12916","SB2021_e2","SB2021_e2_33","B",1,"shimmer","6"
"12917","SB2021_e2","SB2021_e2_33","B",0,"excerpt","1"
"12918","SB2021_e2","SB2021_e2_33","B",0,"culvert","1"
"12919","SB2021_e2","SB2021_e2_33","B",0,"outback","1"
"12920","SB2021_e2","SB2021_e2_33","B",0,"coinage","1"
"12921","SB2021_e2","SB2021_e2_33","B",1,"washout","6"
"12922","SB2021_e2","SB2021_e2_33","B",1,"stagger","6"
"12923","SB2021_e2","SB2021_e2_33","B",0,"invalid","1"
"12924","SB2021_e2","SB2021_e2_33","B",1,"glacial","6"
"12925","SB2021_e2","SB2021_e2_33","B",1,"whaling","6"
"12926","SB2021_e2","SB2021_e2_33","B",0,"trample","1"
"12927","SB2021_e2","SB2021_e2_33","B",1,"mastery","6"
"12928","SB2021_e2","SB2021_e2_33","B",0,"rewrite","1"
"12929","SB2021_e2","SB2021_e2_33","B",0,"lawsuit","1"
"12930","SB2021_e2","SB2021_e2_33","B",1,"consult","1"
"12931","SB2021_e2","SB2021_e2_33","B",1,"warpath","6"
"12932","SB2021_e2","SB2021_e2_33","B",0,"drifter","1"
"12933","SB2021_e2","SB2021_e2_33","B",1,"lawless","1"
"12934","SB2021_e2","SB2021_e2_33","B",1,"showman","6"
"12935","SB2021_e2","SB2021_e2_33","B",1,"memento","5"
"12936","SB2021_e2","SB2021_e2_33","B",1,"forfeit","1"
"12937","SB2021_e2","SB2021_e2_33","B",0,"combust","1"
"12938","SB2021_e2","SB2021_e2_33","B",0,"halfwit","1"
"12939","SB2021_e2","SB2021_e2_33","B",1,"whacker","6"
"12940","SB2021_e2","SB2021_e2_33","B",0,"lowlife","4"
"12941","SB2021_e2","SB2021_e2_33","B",0,"widowed","1"
"12942","SB2021_e2","SB2021_e2_33","B",1,"editing","6"
"12943","SB2021_e2","SB2021_e2_33","B",1,"spoiler","6"
"12944","SB2021_e2","SB2021_e2_33","B",1,"cruiser","6"
"12945","SB2021_e2","SB2021_e2_33","B",1,"rambler","1"
"12946","SB2021_e2","SB2021_e2_33","B",0,"manmade","1"
"12947","SB2021_e2","SB2021_e2_33","B",0,"sampler","1"
"12948","SB2021_e2","SB2021_e2_33","B",0,"volumes","1"
"12949","SB2021_e2","SB2021_e2_33","B",1,"callous","6"
"12950","SB2021_e2","SB2021_e2_33","B",0,"marital","2"
"12951","SB2021_e2","SB2021_e2_33","B",1,"sponsor","6"
"12952","SB2021_e2","SB2021_e2_33","B",0,"mileage","5"
"12953","SB2021_e2","SB2021_e2_33","B",1,"contort","6"
"12954","SB2021_e2","SB2021_e2_33","B",0,"vending","1"
"12955","SB2021_e2","SB2021_e2_33","B",1,"blowout","6"
"12956","SB2021_e2","SB2021_e2_33","B",1,"reunite","6"
"12957","SB2021_e2","SB2021_e2_33","B",1,"execute","6"
"12958","SB2021_e2","SB2021_e2_33","B",0,"remodel","1"
"12959","SB2021_e2","SB2021_e2_33","B",0,"generic","1"
"12960","SB2021_e2","SB2021_e2_33","B",1,"prodigy","6"
"12961","SB2021_e2","SB2021_e2_34","C",1,"bravery","6"
"12962","SB2021_e2","SB2021_e2_34","C",0,"broiler","3"
"12963","SB2021_e2","SB2021_e2_34","C",1,"perineum","2"
"12964","SB2021_e2","SB2021_e2_34","C",1,"sadness","6"
"12965","SB2021_e2","SB2021_e2_34","C",0,"reign","1"
"12966","SB2021_e2","SB2021_e2_34","C",0,"antacid","6"
"12967","SB2021_e2","SB2021_e2_34","C",1,"horsehide","3"
"12968","SB2021_e2","SB2021_e2_34","C",0,"friendly","1"
"12969","SB2021_e2","SB2021_e2_34","C",0,"perhaps","6"
"12970","SB2021_e2","SB2021_e2_34","C",0,"hope","2"
"12971","SB2021_e2","SB2021_e2_34","C",1,"tailpipe","3"
"12972","SB2021_e2","SB2021_e2_34","C",0,"bondage","5"
"12973","SB2021_e2","SB2021_e2_34","C",1,"hymen","6"
"12974","SB2021_e2","SB2021_e2_34","C",0,"manicotti","4"
"12975","SB2021_e2","SB2021_e2_34","C",1,"gooseneck","1"
"12976","SB2021_e2","SB2021_e2_34","C",1,"cure","2"
"12977","SB2021_e2","SB2021_e2_34","C",1,"luck","6"
"12978","SB2021_e2","SB2021_e2_34","C",1,"wingtip","5"
"12979","SB2021_e2","SB2021_e2_34","C",0,"tachometer","2"
"12980","SB2021_e2","SB2021_e2_34","C",1,"mercantile","3"
"12981","SB2021_e2","SB2021_e2_34","C",1,"detailed","6"
"12982","SB2021_e2","SB2021_e2_34","C",0,"grader","6"
"12983","SB2021_e2","SB2021_e2_34","C",0,"virologist","1"
"12984","SB2021_e2","SB2021_e2_34","C",0,"horrible","5"
"12985","SB2021_e2","SB2021_e2_34","C",1,"peaceful","5"
"12986","SB2021_e2","SB2021_e2_34","C",1,"doorframe","5"
"12987","SB2021_e2","SB2021_e2_34","C",0,"concept","2"
"12988","SB2021_e2","SB2021_e2_34","C",1,"outreach","5"
"12989","SB2021_e2","SB2021_e2_34","C",1,"contusion","2"
"12990","SB2021_e2","SB2021_e2_34","C",0,"heavenly","6"
"12991","SB2021_e2","SB2021_e2_34","C",0,"emcee","1"
"12992","SB2021_e2","SB2021_e2_34","C",0,"thorough","6"
"12993","SB2021_e2","SB2021_e2_34","C",0,"gyro","2"
"12994","SB2021_e2","SB2021_e2_34","C",0,"zirconium","2"
"12995","SB2021_e2","SB2021_e2_34","C",0,"mega","5"
"12996","SB2021_e2","SB2021_e2_34","C",1,"cribbage","6"
"12997","SB2021_e2","SB2021_e2_34","C",0,"barely","5"
"12998","SB2021_e2","SB2021_e2_34","C",0,"crosswalk","1"
"12999","SB2021_e2","SB2021_e2_34","C",1,"firewall","2"
"13000","SB2021_e2","SB2021_e2_34","C",1,"knowledge","2"
"13001","SB2021_e2","SB2021_e2_34","C",0,"ordinary","2"
"13002","SB2021_e2","SB2021_e2_34","C",0,"alehouse","2"
"13003","SB2021_e2","SB2021_e2_34","C",0,"helper","6"
"13004","SB2021_e2","SB2021_e2_34","C",1,"abolish","4"
"13005","SB2021_e2","SB2021_e2_34","C",1,"innocent","4"
"13006","SB2021_e2","SB2021_e2_34","C",1,"amazing","6"
"13007","SB2021_e2","SB2021_e2_34","C",0,"reiterate","1"
"13008","SB2021_e2","SB2021_e2_34","C",0,"fortunate","5"
"13009","SB2021_e2","SB2021_e2_34","C",0,"converse","6"
"13010","SB2021_e2","SB2021_e2_34","C",0,"patience","4"
"13011","SB2021_e2","SB2021_e2_34","C",1,"headpiece","4"
"13012","SB2021_e2","SB2021_e2_34","C",1,"despite","1"
"13013","SB2021_e2","SB2021_e2_34","C",1,"schoolmate","2"
"13014","SB2021_e2","SB2021_e2_34","C",1,"simply","4"
"13015","SB2021_e2","SB2021_e2_34","C",1,"safflower","6"
"13016","SB2021_e2","SB2021_e2_34","C",1,"metacarpal","4"
"13017","SB2021_e2","SB2021_e2_34","C",1,"saver","6"
"13018","SB2021_e2","SB2021_e2_34","C",1,"gallstone","3"
"13019","SB2021_e2","SB2021_e2_34","C",0,"gastritis","1"
"13020","SB2021_e2","SB2021_e2_34","C",0,"humble","6"
"13021","SB2021_e2","SB2021_e2_34","C",0,"stylish","2"
"13022","SB2021_e2","SB2021_e2_34","C",0,"regenerate","1"
"13023","SB2021_e2","SB2021_e2_34","C",1,"emigration","2"
"13024","SB2021_e2","SB2021_e2_34","C",1,"seafaring","3"
"13025","SB2021_e2","SB2021_e2_34","C",0,"micrometer","6"
"13026","SB2021_e2","SB2021_e2_34","C",1,"unfair","5"
"13027","SB2021_e2","SB2021_e2_34","C",0,"gyration","1"
"13028","SB2021_e2","SB2021_e2_34","C",1,"barista","6"
"13029","SB2021_e2","SB2021_e2_34","C",1,"unbroken","1"
"13030","SB2021_e2","SB2021_e2_34","C",0,"cottonwood","6"
"13031","SB2021_e2","SB2021_e2_34","C",1,"curtail","1"
"13032","SB2021_e2","SB2021_e2_34","C",0,"thingy","1"
"13033","SB2021_e2","SB2021_e2_34","C",1,"fluorite","5"
"13034","SB2021_e2","SB2021_e2_34","C",0,"sunbather","1"
"13035","SB2021_e2","SB2021_e2_34","C",1,"cultivator","1"
"13036","SB2021_e2","SB2021_e2_34","C",0,"necessary","3"
"13037","SB2021_e2","SB2021_e2_34","C",1,"insanity","6"
"13038","SB2021_e2","SB2021_e2_34","C",1,"religion","5"
"13039","SB2021_e2","SB2021_e2_34","C",0,"disarm","1"
"13040","SB2021_e2","SB2021_e2_34","C",0,"retinal","6"
"13041","SB2021_e2","SB2021_e2_34","C",0,"unzip","1"
"13042","SB2021_e2","SB2021_e2_34","C",1,"inevitable","6"
"13043","SB2021_e2","SB2021_e2_34","C",0,"lyre","6"
"13044","SB2021_e2","SB2021_e2_34","C",0,"pride","2"
"13045","SB2021_e2","SB2021_e2_34","C",0,"mentality","3"
"13046","SB2021_e2","SB2021_e2_34","C",1,"impatient","4"
"13047","SB2021_e2","SB2021_e2_34","C",0,"undressed","4"
"13048","SB2021_e2","SB2021_e2_34","C",0,"scurry","4"
"13049","SB2021_e2","SB2021_e2_34","C",1,"artisan","4"
"13050","SB2021_e2","SB2021_e2_34","C",1,"resistant","6"
"13051","SB2021_e2","SB2021_e2_34","C",0,"fossilized","6"
"13052","SB2021_e2","SB2021_e2_34","C",0,"wish","1"
"13053","SB2021_e2","SB2021_e2_34","C",1,"mood","2"
"13054","SB2021_e2","SB2021_e2_34","C",1,"meadowlark","1"
"13055","SB2021_e2","SB2021_e2_34","C",1,"hookah","1"
"13056","SB2021_e2","SB2021_e2_34","C",1,"prospectus","1"
"13057","SB2021_e2","SB2021_e2_34","C",0,"commissary","1"
"13058","SB2021_e2","SB2021_e2_34","C",0,"brat","3"
"13059","SB2021_e2","SB2021_e2_34","C",1,"ours","3"
"13060","SB2021_e2","SB2021_e2_34","C",1,"waterbed","6"
"13061","SB2021_e2","SB2021_e2_34","C",0,"tailcoat","6"
"13062","SB2021_e2","SB2021_e2_34","C",1,"paintbox","5"
"13063","SB2021_e2","SB2021_e2_34","C",0,"carpal","1"
"13064","SB2021_e2","SB2021_e2_34","C",0,"fake","2"
"13065","SB2021_e2","SB2021_e2_34","C",0,"exorcist","6"
"13066","SB2021_e2","SB2021_e2_34","C",1,"pockmark","1"
"13067","SB2021_e2","SB2021_e2_34","C",1,"reality","6"
"13068","SB2021_e2","SB2021_e2_34","C",1,"cruelty","6"
"13069","SB2021_e2","SB2021_e2_34","C",0,"podiatrist","1"
"13070","SB2021_e2","SB2021_e2_34","C",1,"honesty","6"
"13071","SB2021_e2","SB2021_e2_34","C",1,"curveball","3"
"13072","SB2021_e2","SB2021_e2_34","C",1,"odorous","3"
"13073","SB2021_e2","SB2021_e2_34","C",0,"grand","3"
"13074","SB2021_e2","SB2021_e2_34","C",0,"glycerin","5"
"13075","SB2021_e2","SB2021_e2_34","C",1,"jazzman","4"
"13076","SB2021_e2","SB2021_e2_34","C",0,"homophobic","3"
"13077","SB2021_e2","SB2021_e2_34","C",1,"premium","3"
"13078","SB2021_e2","SB2021_e2_34","C",1,"corseted","4"
"13079","SB2021_e2","SB2021_e2_34","C",0,"halitosis","4"
"13080","SB2021_e2","SB2021_e2_34","C",0,"eventually","5"
"13081","SB2021_e2","SB2021_e2_34","D",0,"prodigy","6"
"13082","SB2021_e2","SB2021_e2_34","D",1,"angular","5"
"13083","SB2021_e2","SB2021_e2_34","D",0,"glacial","5"
"13084","SB2021_e2","SB2021_e2_34","D",0,"agitate","5"
"13085","SB2021_e2","SB2021_e2_34","D",0,"mastery","5"
"13086","SB2021_e2","SB2021_e2_34","D",1,"growler","2"
"13087","SB2021_e2","SB2021_e2_34","D",1,"quintet","2"
"13088","SB2021_e2","SB2021_e2_34","D",0,"memento","3"
"13089","SB2021_e2","SB2021_e2_34","D",0,"lawless","5"
"13090","SB2021_e2","SB2021_e2_34","D",1,"slender","5"
"13091","SB2021_e2","SB2021_e2_34","D",0,"washout","2"
"13092","SB2021_e2","SB2021_e2_34","D",1,"flicker","5"
"13093","SB2021_e2","SB2021_e2_34","D",0,"hydrate","2"
"13094","SB2021_e2","SB2021_e2_34","D",0,"reunion","5"
"13095","SB2021_e2","SB2021_e2_34","D",1,"gunnery","3"
"13096","SB2021_e2","SB2021_e2_34","D",0,"shimmer","5"
"13097","SB2021_e2","SB2021_e2_34","D",1,"fallout","2"
