"","exp","id","condition","isold","item","rating"
"1","SB2021_e2","SB2021_e2_1","A",0,"cantina","1"
"2","SB2021_e2","SB2021_e2_1","A",1,"wary","6"
"3","SB2021_e2","SB2021_e2_1","A",1,"mammogram","6"
"4","SB2021_e2","SB2021_e2_1","A",0,"bereaved","1"
"5","SB2021_e2","SB2021_e2_1","A",1,"houseplant","6"
"6","SB2021_e2","SB2021_e2_1","A",0,"timecard","1"
"7","SB2021_e2","SB2021_e2_1","A",1,"destiny","6"
"8","SB2021_e2","SB2021_e2_1","A",0,"urethane","1"
"9","SB2021_e2","SB2021_e2_1","A",0,"affection","1"
"10","SB2021_e2","SB2021_e2_1","A",0,"headphone","1"
"11","SB2021_e2","SB2021_e2_1","A",1,"stability","6"
"12","SB2021_e2","SB2021_e2_1","A",0,"hydrometer","1"
"13","SB2021_e2","SB2021_e2_1","A",1,"distract","6"
"14","SB2021_e2","SB2021_e2_1","A",0,"scorn","1"
"15","SB2021_e2","SB2021_e2_1","A",1,"carnal","6"
"16","SB2021_e2","SB2021_e2_1","A",0,"edema","1"
"17","SB2021_e2","SB2021_e2_1","A",1,"burlesque","6"
"18","SB2021_e2","SB2021_e2_1","A",1,"aspirate","6"
"19","SB2021_e2","SB2021_e2_1","A",1,"agenda","6"
"20","SB2021_e2","SB2021_e2_1","A",1,"workbook","6"
"21","SB2021_e2","SB2021_e2_1","A",1,"precious","6"
"22","SB2021_e2","SB2021_e2_1","A",0,"valid","1"
"23","SB2021_e2","SB2021_e2_1","A",0,"bulky","1"
"24","SB2021_e2","SB2021_e2_1","A",0,"prominent","2"
"25","SB2021_e2","SB2021_e2_1","A",0,"dryness","1"
"26","SB2021_e2","SB2021_e2_1","A",0,"grazer","2"
"27","SB2021_e2","SB2021_e2_1","A",0,"boring","1"
"28","SB2021_e2","SB2021_e2_1","A",1,"schnapps","6"
"29","SB2021_e2","SB2021_e2_1","A",1,"fetus","6"
"30","SB2021_e2","SB2021_e2_1","A",1,"urinary","6"
"31","SB2021_e2","SB2021_e2_1","A",1,"slightly","6"
"32","SB2021_e2","SB2021_e2_1","A",1,"soul","6"
"33","SB2021_e2","SB2021_e2_1","A",1,"absinthe","6"
"34","SB2021_e2","SB2021_e2_1","A",1,"tendonitis","6"
"35","SB2021_e2","SB2021_e2_1","A",1,"excrete","6"
"36","SB2021_e2","SB2021_e2_1","A",1,"poisonous","6"
"37","SB2021_e2","SB2021_e2_1","A",1,"cockfight","6"
"38","SB2021_e2","SB2021_e2_1","A",0,"paralegal","1"
"39","SB2021_e2","SB2021_e2_1","A",1,"needy","5"
"40","SB2021_e2","SB2021_e2_1","A",1,"childbed","5"
"41","SB2021_e2","SB2021_e2_1","A",0,"persuader","2"
"42","SB2021_e2","SB2021_e2_1","A",0,"donate","2"
"43","SB2021_e2","SB2021_e2_1","A",1,"cyan","6"
"44","SB2021_e2","SB2021_e2_1","A",0,"condition","1"
"45","SB2021_e2","SB2021_e2_1","A",1,"carjacker","6"
"46","SB2021_e2","SB2021_e2_1","A",0,"peepshow","1"
"47","SB2021_e2","SB2021_e2_1","A",1,"shrinkage","6"
"48","SB2021_e2","SB2021_e2_1","A",0,"changer","1"
"49","SB2021_e2","SB2021_e2_1","A",0,"cryptogram","1"
"50","SB2021_e2","SB2021_e2_1","A",0,"tannery","2"
"51","SB2021_e2","SB2021_e2_1","A",0,"torturer","1"
"52","SB2021_e2","SB2021_e2_1","A",0,"backless","1"
"53","SB2021_e2","SB2021_e2_1","A",1,"afterbirth","6"
"54","SB2021_e2","SB2021_e2_1","A",0,"otherwise","2"
"55","SB2021_e2","SB2021_e2_1","A",1,"thrush","6"
"56","SB2021_e2","SB2021_e2_1","A",0,"extractor","2"
"57","SB2021_e2","SB2021_e2_1","A",1,"gunsmith","6"
"58","SB2021_e2","SB2021_e2_1","A",1,"chairlady","6"
"59","SB2021_e2","SB2021_e2_1","A",1,"flail","6"
"60","SB2021_e2","SB2021_e2_1","A",0,"kerchief","1"
"61","SB2021_e2","SB2021_e2_1","A",1,"canola","6"
"62","SB2021_e2","SB2021_e2_1","A",1,"dinette","6"
"63","SB2021_e2","SB2021_e2_1","A",1,"stoma","6"
"64","SB2021_e2","SB2021_e2_1","A",0,"naughty","1"
"65","SB2021_e2","SB2021_e2_1","A",0,"wherever","1"
"66","SB2021_e2","SB2021_e2_1","A",1,"endorphin","6"
"67","SB2021_e2","SB2021_e2_1","A",1,"jambalaya","6"
"68","SB2021_e2","SB2021_e2_1","A",1,"schooldays","6"
"69","SB2021_e2","SB2021_e2_1","A",1,"simple","6"
"70","SB2021_e2","SB2021_e2_1","A",0,"breadfruit","1"
"71","SB2021_e2","SB2021_e2_1","A",1,"splendid","5"
"72","SB2021_e2","SB2021_e2_1","A",0,"cruel","2"
"73","SB2021_e2","SB2021_e2_1","A",1,"propose","6"
"74","SB2021_e2","SB2021_e2_1","A",1,"adopt","6"
"75","SB2021_e2","SB2021_e2_1","A",1,"mulled","6"
"76","SB2021_e2","SB2021_e2_1","A",1,"unsafe","1"
"77","SB2021_e2","SB2021_e2_1","A",0,"enough","1"
"78","SB2021_e2","SB2021_e2_1","A",0,"fairytale","1"
"79","SB2021_e2","SB2021_e2_1","A",0,"spirit","1"
"80","SB2021_e2","SB2021_e2_1","A",0,"sheathe","1"
"81","SB2021_e2","SB2021_e2_1","A",0,"malformed","2"
"82","SB2021_e2","SB2021_e2_1","A",0,"extremity","1"
"83","SB2021_e2","SB2021_e2_1","A",0,"grappler","1"
"84","SB2021_e2","SB2021_e2_1","A",0,"dumb","1"
"85","SB2021_e2","SB2021_e2_1","A",0,"spearfish","1"
"86","SB2021_e2","SB2021_e2_1","A",0,"guardrail","1"
"87","SB2021_e2","SB2021_e2_1","A",1,"such","1"
"88","SB2021_e2","SB2021_e2_1","A",0,"heliport","1"
"89","SB2021_e2","SB2021_e2_1","A",1,"tradition","6"
"90","SB2021_e2","SB2021_e2_1","A",1,"drooping","6"
"91","SB2021_e2","SB2021_e2_1","A",1,"slight","1"
"92","SB2021_e2","SB2021_e2_1","A",0,"gorgeous","1"
"93","SB2021_e2","SB2021_e2_1","A",0,"unexpected","1"
"94","SB2021_e2","SB2021_e2_1","A",0,"adequate","1"
"95","SB2021_e2","SB2021_e2_1","A",0,"dependent","1"
"96","SB2021_e2","SB2021_e2_1","A",1,"unhappy","6"
"97","SB2021_e2","SB2021_e2_1","A",1,"neither","6"
"98","SB2021_e2","SB2021_e2_1","A",1,"worthless","6"
"99","SB2021_e2","SB2021_e2_1","A",0,"combo","2"
"100","SB2021_e2","SB2021_e2_1","A",0,"midlife","1"
"101","SB2021_e2","SB2021_e2_1","A",0,"corsage","1"
"102","SB2021_e2","SB2021_e2_1","A",1,"fairness","1"
"103","SB2021_e2","SB2021_e2_1","A",0,"perfectly","1"
"104","SB2021_e2","SB2021_e2_1","A",1,"brainstem","5"
"105","SB2021_e2","SB2021_e2_1","A",0,"cummerbund","1"
"106","SB2021_e2","SB2021_e2_1","A",0,"flaxseed","1"
"107","SB2021_e2","SB2021_e2_1","A",0,"supposed","2"
"108","SB2021_e2","SB2021_e2_1","A",1,"selfish","6"
"109","SB2021_e2","SB2021_e2_1","A",1,"quickie","6"
"110","SB2021_e2","SB2021_e2_1","A",1,"importance","6"
"111","SB2021_e2","SB2021_e2_1","A",1,"whatever","6"
"112","SB2021_e2","SB2021_e2_1","A",1,"abrasion","6"
"113","SB2021_e2","SB2021_e2_1","A",0,"pinnacle","1"
"114","SB2021_e2","SB2021_e2_1","A",0,"login","1"
"115","SB2021_e2","SB2021_e2_1","A",1,"retention","2"
"116","SB2021_e2","SB2021_e2_1","A",0,"inner","3"
"117","SB2021_e2","SB2021_e2_1","A",0,"faith","2"
"118","SB2021_e2","SB2021_e2_1","A",0,"natural","1"
"119","SB2021_e2","SB2021_e2_1","A",0,"hers","1"
"120","SB2021_e2","SB2021_e2_1","A",1,"sidewall","6"
"121","SB2021_e2","SB2021_e2_1","B",1,"contort","6"
"122","SB2021_e2","SB2021_e2_1","B",0,"charred","1"
"123","SB2021_e2","SB2021_e2_1","B",1,"whaling","6"
"124","SB2021_e2","SB2021_e2_1","B",0,"deflect","2"
"125","SB2021_e2","SB2021_e2_1","B",1,"lineage","6"
"126","SB2021_e2","SB2021_e2_1","B",0,"drifter","2"
"127","SB2021_e2","SB2021_e2_1","B",1,"prodigy","6"
"128","SB2021_e2","SB2021_e2_1","B",0,"airbase","1"
"129","SB2021_e2","SB2021_e2_1","B",1,"hydrate","6"
"130","SB2021_e2","SB2021_e2_1","B",1,"heroism","6"
"131","SB2021_e2","SB2021_e2_1","B",0,"surpass","1"
"132","SB2021_e2","SB2021_e2_1","B",1,"blowout","6"
"133","SB2021_e2","SB2021_e2_1","B",0,"mislead","1"
"134","SB2021_e2","SB2021_e2_1","B",0,"sampler","1"
"135","SB2021_e2","SB2021_e2_1","B",1,"smuggle","6"
"136","SB2021_e2","SB2021_e2_1","B",1,"stagger","2"
"137","SB2021_e2","SB2021_e2_1","B",0,"refresh","1"
"138","SB2021_e2","SB2021_e2_1","B",1,"pounder","6"
"139","SB2021_e2","SB2021_e2_1","B",0,"twitchy","1"
"140","SB2021_e2","SB2021_e2_1","B",1,"persist","5"
"141","SB2021_e2","SB2021_e2_1","B",0,"combust","2"
"142","SB2021_e2","SB2021_e2_1","B",1,"cruiser","6"
"143","SB2021_e2","SB2021_e2_1","B",1,"forfeit","6"
"144","SB2021_e2","SB2021_e2_1","B",0,"dictate","1"
"145","SB2021_e2","SB2021_e2_1","B",1,"editing","6"
"146","SB2021_e2","SB2021_e2_1","B",0,"faculty","1"
"147","SB2021_e2","SB2021_e2_1","B",0,"manmade","1"
"148","SB2021_e2","SB2021_e2_1","B",0,"patriot","1"
"149","SB2021_e2","SB2021_e2_1","B",0,"nemesis","1"
"150","SB2021_e2","SB2021_e2_1","B",0,"tumbler","1"
"151","SB2021_e2","SB2021_e2_1","B",1,"segment","2"
"152","SB2021_e2","SB2021_e2_1","B",1,"capsize","6"
"153","SB2021_e2","SB2021_e2_1","B",0,"volumes","1"
"154","SB2021_e2","SB2021_e2_1","B",1,"sponsor","6"
"155","SB2021_e2","SB2021_e2_1","B",0,"scumbag","1"
"156","SB2021_e2","SB2021_e2_1","B",1,"geology","6"
"157","SB2021_e2","SB2021_e2_1","B",1,"consult","6"
"158","SB2021_e2","SB2021_e2_1","B",0,"generic","1"
"159","SB2021_e2","SB2021_e2_1","B",0,"squashy","1"
"160","SB2021_e2","SB2021_e2_1","B",1,"billing","6"
"161","SB2021_e2","SB2021_e2_1","B",0,"conquer","2"
"162","SB2021_e2","SB2021_e2_1","B",1,"lawless","6"
"163","SB2021_e2","SB2021_e2_1","B",1,"execute","5"
"164","SB2021_e2","SB2021_e2_1","B",1,"sopping","6"
"165","SB2021_e2","SB2021_e2_1","B",0,"culvert","1"
"166","SB2021_e2","SB2021_e2_1","B",0,"lawsuit","1"
"167","SB2021_e2","SB2021_e2_1","B",0,"marital","1"
"168","SB2021_e2","SB2021_e2_1","B",1,"unarmed","6"
"169","SB2021_e2","SB2021_e2_1","B",1,"install","6"
"170","SB2021_e2","SB2021_e2_1","B",1,"refrain","2"
"171","SB2021_e2","SB2021_e2_1","B",1,"spoiler","6"
"172","SB2021_e2","SB2021_e2_1","B",0,"lunatic","1"
"173","SB2021_e2","SB2021_e2_1","B",0,"leakage","1"
"174","SB2021_e2","SB2021_e2_1","B",0,"invalid","1"
"175","SB2021_e2","SB2021_e2_1","B",0,"bribery","1"
"176","SB2021_e2","SB2021_e2_1","B",1,"discard","6"
"177","SB2021_e2","SB2021_e2_1","B",0,"intrude","2"
"178","SB2021_e2","SB2021_e2_1","B",1,"amnesia","6"
"179","SB2021_e2","SB2021_e2_1","B",0,"lowlife","1"
"180","SB2021_e2","SB2021_e2_1","B",1,"rampage","5"
"181","SB2021_e2","SB2021_e2_1","B",0,"revival","2"
"182","SB2021_e2","SB2021_e2_1","B",1,"immerse","6"
"183","SB2021_e2","SB2021_e2_1","B",1,"earnest","2"
"184","SB2021_e2","SB2021_e2_1","B",0,"halfwit","1"
"185","SB2021_e2","SB2021_e2_1","B",0,"graphic","1"
"186","SB2021_e2","SB2021_e2_1","B",0,"compact","1"
"187","SB2021_e2","SB2021_e2_1","B",1,"thermal","6"
"188","SB2021_e2","SB2021_e2_1","B",1,"rambler","6"
"189","SB2021_e2","SB2021_e2_1","B",0,"gallant","1"
"190","SB2021_e2","SB2021_e2_1","B",1,"reunite","6"
"191","SB2021_e2","SB2021_e2_1","B",1,"warpath","6"
"192","SB2021_e2","SB2021_e2_1","B",1,"roundup","1"
"193","SB2021_e2","SB2021_e2_1","B",1,"inquire","6"
"194","SB2021_e2","SB2021_e2_1","B",0,"trample","1"
"195","SB2021_e2","SB2021_e2_1","B",1,"mastery","6"
"196","SB2021_e2","SB2021_e2_1","B",0,"tatters","1"
"197","SB2021_e2","SB2021_e2_1","B",1,"showman","6"
"198","SB2021_e2","SB2021_e2_1","B",0,"brewing","1"
"199","SB2021_e2","SB2021_e2_1","B",0,"mongrel","1"
"200","SB2021_e2","SB2021_e2_1","B",0,"widowed","1"
"201","SB2021_e2","SB2021_e2_1","B",0,"slapper","1"
"202","SB2021_e2","SB2021_e2_1","B",0,"handler","1"
"203","SB2021_e2","SB2021_e2_1","B",1,"reunion","6"
"204","SB2021_e2","SB2021_e2_1","B",1,"testify","6"
"205","SB2021_e2","SB2021_e2_1","B",0,"politic","1"
"206","SB2021_e2","SB2021_e2_1","B",0,"mileage","1"
"207","SB2021_e2","SB2021_e2_1","B",1,"trilogy","6"
"208","SB2021_e2","SB2021_e2_1","B",1,"glacial","6"
"209","SB2021_e2","SB2021_e2_1","B",0,"freebie","1"
"210","SB2021_e2","SB2021_e2_1","B",0,"excerpt","1"
"211","SB2021_e2","SB2021_e2_1","B",0,"dweller","1"
"212","SB2021_e2","SB2021_e2_1","B",1,"memento","6"
"213","SB2021_e2","SB2021_e2_1","B",1,"whacker","6"
"214","SB2021_e2","SB2021_e2_1","B",1,"agitate","6"
"215","SB2021_e2","SB2021_e2_1","B",0,"earshot","1"
"216","SB2021_e2","SB2021_e2_1","B",1,"washout","6"
"217","SB2021_e2","SB2021_e2_1","B",1,"grapple","6"
"218","SB2021_e2","SB2021_e2_1","B",1,"inflict","6"
"219","SB2021_e2","SB2021_e2_1","B",0,"bumpkin","3"
"220","SB2021_e2","SB2021_e2_1","B",1,"callous","6"
"221","SB2021_e2","SB2021_e2_1","B",0,"residue","2"
"222","SB2021_e2","SB2021_e2_1","B",1,"streaky","6"
"223","SB2021_e2","SB2021_e2_1","B",0,"breeder","5"
"224","SB2021_e2","SB2021_e2_1","B",1,"ailment","6"
"225","SB2021_e2","SB2021_e2_1","B",1,"prosper","6"
"226","SB2021_e2","SB2021_e2_1","B",0,"vending","1"
"227","SB2021_e2","SB2021_e2_1","B",0,"rewrite","1"
"228","SB2021_e2","SB2021_e2_1","B",1,"conceal","1"
"229","SB2021_e2","SB2021_e2_1","B",0,"voucher","1"
"230","SB2021_e2","SB2021_e2_1","B",0,"coinage","1"
"231","SB2021_e2","SB2021_e2_1","B",1,"glimmer","6"
"232","SB2021_e2","SB2021_e2_1","B",1,"heathen","6"
"233","SB2021_e2","SB2021_e2_1","B",0,"rebirth","6"
"234","SB2021_e2","SB2021_e2_1","B",0,"outback","1"
"235","SB2021_e2","SB2021_e2_1","B",1,"shimmer","6"
"236","SB2021_e2","SB2021_e2_1","B",1,"gourmet","6"
"237","SB2021_e2","SB2021_e2_1","B",0,"revisit","2"
"238","SB2021_e2","SB2021_e2_1","B",1,"retreat","2"
"239","SB2021_e2","SB2021_e2_1","B",0,"remodel","1"
"240","SB2021_e2","SB2021_e2_1","B",0,"sensory","1"
"241","SB2021_e2","SB2021_e2_1","C",0,"undressed","3"
"242","SB2021_e2","SB2021_e2_1","C",1,"cribbage","6"
"243","SB2021_e2","SB2021_e2_1","C",1,"firewall","6"
"244","SB2021_e2","SB2021_e2_1","C",0,"lyre","2"
"245","SB2021_e2","SB2021_e2_1","C",0,"thorough","2"
"246","SB2021_e2","SB2021_e2_1","C",1,"unfair","1"
"247","SB2021_e2","SB2021_e2_1","C",0,"brat","1"
"248","SB2021_e2","SB2021_e2_1","C",1,"headpiece","6"
"249","SB2021_e2","SB2021_e2_1","C",0,"sunbather","1"
"250","SB2021_e2","SB2021_e2_1","C",0,"fortunate","2"
"251","SB2021_e2","SB2021_e2_1","C",0,"cottonwood","1"
"252","SB2021_e2","SB2021_e2_1","C",1,"detailed","6"
"253","SB2021_e2","SB2021_e2_1","C",0,"heavenly","3"
"254","SB2021_e2","SB2021_e2_1","C",0,"patience","3"
"255","SB2021_e2","SB2021_e2_1","C",0,"reiterate","3"
"256","SB2021_e2","SB2021_e2_1","C",1,"pockmark","6"
"257","SB2021_e2","SB2021_e2_1","C",0,"bondage","1"
"258","SB2021_e2","SB2021_e2_1","C",0,"carpal","1"
"259","SB2021_e2","SB2021_e2_1","C",1,"safflower","6"
"260","SB2021_e2","SB2021_e2_1","C",0,"podiatrist","1"
"261","SB2021_e2","SB2021_e2_1","C",1,"outreach","2"
"262","SB2021_e2","SB2021_e2_1","C",0,"regenerate","1"
"263","SB2021_e2","SB2021_e2_1","C",1,"unbroken","6"
"264","SB2021_e2","SB2021_e2_1","C",0,"humble","1"
"265","SB2021_e2","SB2021_e2_1","C",0,"eventually","1"
"266","SB2021_e2","SB2021_e2_1","C",1,"wingtip","6"
"267","SB2021_e2","SB2021_e2_1","C",1,"tailpipe","6"
"268","SB2021_e2","SB2021_e2_1","C",1,"horsehide","6"
"269","SB2021_e2","SB2021_e2_1","C",0,"fossilized","2"
"270","SB2021_e2","SB2021_e2_1","C",0,"ordinary","4"
"271","SB2021_e2","SB2021_e2_1","C",1,"seafaring","6"
"272","SB2021_e2","SB2021_e2_1","C",0,"gyro","1"
"273","SB2021_e2","SB2021_e2_1","C",1,"despite","2"
"274","SB2021_e2","SB2021_e2_1","C",1,"saver","1"
"275","SB2021_e2","SB2021_e2_1","C",1,"hymen","6"
"276","SB2021_e2","SB2021_e2_1","C",0,"grader","2"
"277","SB2021_e2","SB2021_e2_1","C",1,"contusion","6"
"278","SB2021_e2","SB2021_e2_1","C",0,"crosswalk","1"
"279","SB2021_e2","SB2021_e2_1","C",0,"broiler","1"
"280","SB2021_e2","SB2021_e2_1","C",1,"metacarpal","6"
"281","SB2021_e2","SB2021_e2_1","C",1,"mercantile","1"
"282","SB2021_e2","SB2021_e2_1","C",1,"jazzman","5"
"283","SB2021_e2","SB2021_e2_1","C",0,"reign","2"
"284","SB2021_e2","SB2021_e2_1","C",0,"micrometer","1"
"285","SB2021_e2","SB2021_e2_1","C",0,"antacid","2"
"286","SB2021_e2","SB2021_e2_1","C",0,"thingy","1"
"287","SB2021_e2","SB2021_e2_1","C",1,"peaceful","5"
"288","SB2021_e2","SB2021_e2_1","C",1,"ours","6"
"289","SB2021_e2","SB2021_e2_1","C",1,"gooseneck","6"
"290","SB2021_e2","SB2021_e2_1","C",1,"cure","6"
"291","SB2021_e2","SB2021_e2_1","C",0,"glycerin","1"
"292","SB2021_e2","SB2021_e2_1","C",0,"emcee","1"
"293","SB2021_e2","SB2021_e2_1","C",1,"innocent","6"
"294","SB2021_e2","SB2021_e2_1","C",0,"converse","2"
"295","SB2021_e2","SB2021_e2_1","C",0,"horrible","2"
"296","SB2021_e2","SB2021_e2_1","C",0,"perhaps","1"
"297","SB2021_e2","SB2021_e2_1","C",0,"stylish","2"
"298","SB2021_e2","SB2021_e2_1","C",1,"gallstone","6"
"299","SB2021_e2","SB2021_e2_1","C",0,"retinal","3"
"300","SB2021_e2","SB2021_e2_1","C",1,"amazing","6"
"301","SB2021_e2","SB2021_e2_1","C",1,"corseted","3"
"302","SB2021_e2","SB2021_e2_1","C",1,"paintbox","4"
"303","SB2021_e2","SB2021_e2_1","C",0,"scurry","6"
"304","SB2021_e2","SB2021_e2_1","C",0,"tailcoat","6"
"305","SB2021_e2","SB2021_e2_1","C",0,"manicotti","1"
"306","SB2021_e2","SB2021_e2_1","C",1,"curtail","2"
"307","SB2021_e2","SB2021_e2_1","C",0,"hope","1"
"308","SB2021_e2","SB2021_e2_1","C",1,"barista","6"
"309","SB2021_e2","SB2021_e2_1","C",1,"schoolmate","1"
"310","SB2021_e2","SB2021_e2_1","C",1,"religion","6"
"311","SB2021_e2","SB2021_e2_1","C",1,"hookah","6"
"312","SB2021_e2","SB2021_e2_1","C",0,"unzip","2"
"313","SB2021_e2","SB2021_e2_1","C",1,"inevitable","6"
"314","SB2021_e2","SB2021_e2_1","C",0,"tachometer","1"
"315","SB2021_e2","SB2021_e2_1","C",1,"prospectus","6"
"316","SB2021_e2","SB2021_e2_1","C",1,"waterbed","6"
"317","SB2021_e2","SB2021_e2_1","C",0,"fake","1"
"318","SB2021_e2","SB2021_e2_1","C",1,"reality","6"
"319","SB2021_e2","SB2021_e2_1","C",0,"disarm","1"
"320","SB2021_e2","SB2021_e2_1","C",1,"fluorite","6"
"321","SB2021_e2","SB2021_e2_1","C",1,"artisan","6"
"322","SB2021_e2","SB2021_e2_1","C",0,"friendly","3"
"323","SB2021_e2","SB2021_e2_1","C",1,"abolish","2"
"324","SB2021_e2","SB2021_e2_1","C",1,"curveball","6"
"325","SB2021_e2","SB2021_e2_1","C",1,"resistant","6"
"326","SB2021_e2","SB2021_e2_1","C",0,"halitosis","2"
"327","SB2021_e2","SB2021_e2_1","C",0,"necessary","2"
"328","SB2021_e2","SB2021_e2_1","C",1,"impatient","2"
"329","SB2021_e2","SB2021_e2_1","C",0,"exorcist","4"
"330","SB2021_e2","SB2021_e2_1","C",1,"insanity","6"
"331","SB2021_e2","SB2021_e2_1","C",1,"perineum","6"
"332","SB2021_e2","SB2021_e2_1","C",1,"doorframe","2"
"333","SB2021_e2","SB2021_e2_1","C",0,"grand","1"
"334","SB2021_e2","SB2021_e2_1","C",1,"bravery","1"
"335","SB2021_e2","SB2021_e2_1","C",1,"cruelty","6"
"336","SB2021_e2","SB2021_e2_1","C",1,"honesty","2"
"337","SB2021_e2","SB2021_e2_1","C",0,"homophobic","1"
"338","SB2021_e2","SB2021_e2_1","C",0,"alehouse","2"
"339","SB2021_e2","SB2021_e2_1","C",0,"virologist","2"
"340","SB2021_e2","SB2021_e2_1","C",1,"knowledge","6"
"341","SB2021_e2","SB2021_e2_1","C",1,"mood","6"
"342","SB2021_e2","SB2021_e2_1","C",0,"zirconium","1"
"343","SB2021_e2","SB2021_e2_1","C",0,"barely","2"
"344","SB2021_e2","SB2021_e2_1","C",0,"wish","1"
"345","SB2021_e2","SB2021_e2_1","C",1,"odorous","6"
"346","SB2021_e2","SB2021_e2_1","C",1,"cultivator","2"
"347","SB2021_e2","SB2021_e2_1","C",0,"helper","2"
"348","SB2021_e2","SB2021_e2_1","C",1,"luck","3"
"349","SB2021_e2","SB2021_e2_1","C",1,"simply","6"
"350","SB2021_e2","SB2021_e2_1","C",1,"meadowlark","6"
"351","SB2021_e2","SB2021_e2_1","C",0,"gastritis","1"
"352","SB2021_e2","SB2021_e2_1","C",1,"premium","2"
"353","SB2021_e2","SB2021_e2_1","C",1,"sadness","6"
"354","SB2021_e2","SB2021_e2_1","C",1,"emigration","6"
"355","SB2021_e2","SB2021_e2_1","C",0,"concept","6"
"356","SB2021_e2","SB2021_e2_1","C",0,"mentality","2"
"357","SB2021_e2","SB2021_e2_1","C",0,"pride","1"
"358","SB2021_e2","SB2021_e2_1","C",0,"commissary","2"
"359","SB2021_e2","SB2021_e2_1","C",0,"gyration","2"
"360","SB2021_e2","SB2021_e2_1","C",0,"mega","1"
"361","SB2021_e2","SB2021_e2_1","D",1,"compile","1"
"362","SB2021_e2","SB2021_e2_1","D",1,"scuttle","1"
"363","SB2021_e2","SB2021_e2_1","D",1,"scholar","6"
"364","SB2021_e2","SB2021_e2_1","D",0,"frontal","1"
"365","SB2021_e2","SB2021_e2_1","D",1,"brittle","6"
"366","SB2021_e2","SB2021_e2_1","D",1,"abiding","6"
"367","SB2021_e2","SB2021_e2_1","D",0,"weighty","1"
"368","SB2021_e2","SB2021_e2_1","D",0,"robotic","2"
"369","SB2021_e2","SB2021_e2_1","D",1,"captive","1"
"370","SB2021_e2","SB2021_e2_1","D",0,"chiller","1"
"371","SB2021_e2","SB2021_e2_1","D",0,"angular","2"
"372","SB2021_e2","SB2021_e2_1","D",1,"montage","6"
"373","SB2021_e2","SB2021_e2_1","D",0,"scuffle","6"
"374","SB2021_e2","SB2021_e2_1","D",1,"stammer","6"
"375","SB2021_e2","SB2021_e2_1","D",0,"comical","6"
"376","SB2021_e2","SB2021_e2_1","D",0,"dormant","1"
"377","SB2021_e2","SB2021_e2_1","D",1,"recluse","6"
"378","SB2021_e2","SB2021_e2_1","D",1,"crusade","2"
"379","SB2021_e2","SB2021_e2_1","D",0,"hotline","2"
"380","SB2021_e2","SB2021_e2_1","D",0,"probing","2"
"381","SB2021_e2","SB2021_e2_1","D",0,"oversee","1"
"382","SB2021_e2","SB2021_e2_1","D",0,"charter","1"
"383","SB2021_e2","SB2021_e2_1","D",0,"wrangle","1"
"384","SB2021_e2","SB2021_e2_1","D",1,"stardom","6"
"385","SB2021_e2","SB2021_e2_1","D",0,"rickety","1"
"386","SB2021_e2","SB2021_e2_1","D",1,"twiddle","6"
"387","SB2021_e2","SB2021_e2_1","D",0,"berserk","1"
"388","SB2021_e2","SB2021_e2_1","D",0,"bloated","1"
"389","SB2021_e2","SB2021_e2_1","D",0,"agility","1"
"390","SB2021_e2","SB2021_e2_1","D",0,"innards","4"
"391","SB2021_e2","SB2021_e2_1","D",1,"keynote","3"
"392","SB2021_e2","SB2021_e2_1","D",0,"blunder","3"
"393","SB2021_e2","SB2021_e2_1","D",0,"upstage","1"
"394","SB2021_e2","SB2021_e2_1","D",1,"pursuit","6"
"395","SB2021_e2","SB2021_e2_1","D",0,"pruning","1"
"396","SB2021_e2","SB2021_e2_1","D",0,"descent","1"
"397","SB2021_e2","SB2021_e2_1","D",1,"jackass","6"
"398","SB2021_e2","SB2021_e2_1","D",0,"sizable","1"
"399","SB2021_e2","SB2021_e2_1","D",1,"distort","6"
"400","SB2021_e2","SB2021_e2_1","D",1,"radiant","4"
"401","SB2021_e2","SB2021_e2_1","D",1,"zoology","6"
"402","SB2021_e2","SB2021_e2_1","D",0,"comrade","1"
"403","SB2021_e2","SB2021_e2_1","D",0,"ejector","1"
"404","SB2021_e2","SB2021_e2_1","D",0,"forgery","1"
"405","SB2021_e2","SB2021_e2_1","D",0,"fallout","1"
"406","SB2021_e2","SB2021_e2_1","D",0,"manhunt","1"
"407","SB2021_e2","SB2021_e2_1","D",1,"imagery","6"
"408","SB2021_e2","SB2021_e2_1","D",1,"defiant","6"
"409","SB2021_e2","SB2021_e2_1","D",1,"spindly","1"
"410","SB2021_e2","SB2021_e2_1","D",0,"launder","1"
"411","SB2021_e2","SB2021_e2_1","D",1,"legwork","6"
"412","SB2021_e2","SB2021_e2_1","D",0,"muffled","2"
"413","SB2021_e2","SB2021_e2_1","D",0,"haywire","1"
"414","SB2021_e2","SB2021_e2_1","D",1,"creamed","6"
"415","SB2021_e2","SB2021_e2_1","D",1,"starchy","6"
"416","SB2021_e2","SB2021_e2_1","D",1,"curdled","2"
"417","SB2021_e2","SB2021_e2_1","D",1,"diocese","6"
"418","SB2021_e2","SB2021_e2_1","D",1,"stealth","6"
"419","SB2021_e2","SB2021_e2_1","D",1,"gnarled","2"
"420","SB2021_e2","SB2021_e2_1","D",1,"upstart","6"
"421","SB2021_e2","SB2021_e2_1","D",0,"audible","2"
"422","SB2021_e2","SB2021_e2_1","D",0,"quintet","2"
