"","exp","id","condition","block","isold","item","rating"
"81","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"premise",5
"82","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"lexicon",6
"83","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"commune",6
"84","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"impiety",1
"85","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"parapet",6
"86","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"hatchet",1
"87","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"destiny",6
"88","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"glimmer",6
"89","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"statute",6
"90","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"charmer",6
"91","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"holland",1
"92","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"texture",3
"93","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"fixture",6
"94","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"outline",6
"95","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"diagram",5
"96","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"lampoon",6
"97","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"sleeper",6
"98","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"suspect",2
"99","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"outgrow",2
"100","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"leasing",6
"101","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"pleader",3
"102","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"pickaxe",3
"103","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"cognate",3
"104","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"catcher",4
"105","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"kingpin",1
"106","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"jitters",1
"107","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"thermos",2
"108","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"steeple",6
"109","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"crimean",4
"110","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"cruelty",2
"111","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"descent",2
"112","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"impetus",6
"113","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"animism",6
"114","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"discord",1
"115","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"pioneer",2
"116","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"protein",6
"117","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"alumnae",5
"118","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"potency",6
"119","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"bastion",6
"120","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"postmen",6
"121","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"panther",4
"122","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"trustee",3
"123","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"pronoun",5
"124","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"rivalry",5
"125","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"servant",3
"126","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"quibble",2
"127","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"wayside",2
"128","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"capture",6
"129","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"carcass",6
"130","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"kindred",6
"131","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"actress",1
"132","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"witness",1
"133","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"impulse",1
"134","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"figment",2
"135","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"glamour",3
"136","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"foliage",3
"137","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"curtain",1
"138","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"muezzin",6
"139","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"settler",1
"140","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"boulder",3
"141","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"cripple",5
"142","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"stardom",3
"143","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"slipper",6
"144","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"sternum",1
"145","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"bigotry",6
"146","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"anchovy",6
"147","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"crudity",4
"148","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"cleaner",6
"149","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"pasture",1
"150","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"rooster",3
"151","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"urinary",5
"152","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"lucifer",6
"153","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"penance",2
"154","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"orderly",2
"155","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"matting",1
"156","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"booster",5
"157","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"sleight",3
"158","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"canvass",6
"159","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"footman",1
"160","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"tumbler",6
"161","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"dualism",6
"162","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"tobacco",1
"163","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"suction",3
"164","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"sulphur",6
"165","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"digital",5
"166","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"pastime",4
"167","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"forfeit",2
"168","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"perfume",4
"169","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"analyst",3
"170","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"rotunda",3
"171","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"caution",2
"172","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"arbiter",1
"173","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"perusal",2
"174","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"pyramid",2
"175","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"picking",2
"176","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"outrage",1
"177","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"abandon",2
"178","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"trigger",1
"179","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"quintet",6
"180","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"typhoid",6
"181","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"epitome",2
"182","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"airport",1
"183","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"lantern",2
"184","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"fighter",4
"185","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"shooter",2
"186","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"workman",2
"187","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"anomaly",6
"188","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"theorem",3
"189","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"quantum",2
"190","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"shipper",1
"191","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"salient",6
"192","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"brigade",2
"193","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"stadium",3
"194","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"buffoon",6
"195","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"surgeon",6
"196","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"shuffle",6
"197","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"vinegar",6
"198","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"hostler",6
"199","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"painter",5
"200","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"grizzly",5
"201","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"pilgrim",6
"202","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"vanilla",3
"203","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"spectre",3
"204","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"handler",4
"205","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"cricket",1
"206","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"tableau",4
"207","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"veteran",4
"208","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"residue",2
"209","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"arousal",6
"210","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"viceroy",6
"211","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"warhead",5
"212","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"dictate",2
"213","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"discard",6
"214","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"varnish",6
"215","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"squeeze",6
"216","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"cavalry",6
"217","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"hacksaw",6
"218","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"consort",1
"219","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"monsoon",2
"220","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"cabinet",4
"221","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"voyager",1
"222","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"ticking",4
"223","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"spiller",1
"224","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"harness",1
"225","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"patriot",6
"226","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"stubble",1
"227","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"weekday",5
"228","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"recital",1
"229","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"calorie",6
"230","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"subsoil",3
"231","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"gateway",2
"232","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"persian",4
"233","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"madonna",3
"234","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"sausage",6
"235","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"dresser",6
"236","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"prophet",6
"237","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"utility",1
"238","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"dessert",2
"239","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"arsenal",2
"240","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"surfeit",6
"241","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"academy",2
"242","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"diocese",6
"243","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"emerald",2
"244","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"arabian",6
"245","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"siamese",6
"246","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"fascist",6
"247","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"utopian",1
"248","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"seaside",1
"249","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"rebirth",2
"250","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"edifice",6
"251","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"esquire",4
"252","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"hessian",5
"253","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"incense",2
"254","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"novelty",6
"255","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"turbine",1
"256","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"outward",1
"257","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"thinker",6
"258","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"comrade",6
"259","SB2020_e1","SB2020_e1_1","FixedStudy",1,1,"majesty",6
"260","SB2020_e1","SB2020_e1_1","FixedStudy",1,0,"lecture",2
"261","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"catcher",1
"262","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"prophet",1
"263","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"holland",5
"264","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"veteran",6
"265","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"outgrow",3
"266","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"workman",6
"267","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"shuffle",3
"268","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"spangle",6
"269","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"siamese",3
"270","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"panther",3
"271","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"perjury",6
"272","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"hostage",3
"273","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"commune",6
"274","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"quintet",6
"275","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"fatigue",3
"276","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"slumber",3
"277","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"arousal",6
"278","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"advisor",2
"279","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"masseur",2
"280","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"figment",4
"281","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"tumbler",6
"282","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"pleader",1
"283","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"suction",2
"284","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"jitters",3
"285","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"thinker",5
"286","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"magenta",1
"287","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"canvass",6
"288","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"capture",6
"289","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"orderly",1
"290","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"boulder",1
"291","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"animism",1
"292","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"skipper",1
"293","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"lampoon",6
"294","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"warhead",6
"295","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"cognate",2
"296","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"cunning",3
"297","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"kinetic",2
"298","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"vinegar",6
"299","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"rebirth",2
"300","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"stadium",4
"301","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"passive",2
"302","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"adviser",1
"303","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"fixture",6
"304","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"hostler",6
"305","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"cavalry",6
"306","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"esquire",2
"307","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"dresser",6
"308","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"hillman",2
"309","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"carcass",5
"310","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"perfume",5
"311","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"caliper",4
"312","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"booster",3
"313","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"impulse",4
"314","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"matting",6
"315","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"skinner",1
"316","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"chutney",1
"317","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"planter",1
"318","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"slipper",6
"319","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"postmen",3
"320","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"seminar",3
"321","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"charmer",6
"322","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"pronoun",4
"323","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"picking",3
"324","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"dualism",6
"325","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"spectre",2
"326","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"trigger",2
"327","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"hessian",3
"328","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"pioneer",3
"329","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"shipper",3
"330","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"postman",5
"331","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"sleeper",2
"332","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"academy",3
"333","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"steeple",6
"334","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"stubble",6
"335","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"lexicon",6
"336","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"lucifer",6
"337","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"impetus",5
"338","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"leasing",6
"339","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"cripple",1
"340","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"anchovy",6
"341","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"grizzly",1
"342","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"rapture ",6
"343","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"calorie",6
"344","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"emerald",5
"345","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"diocese",6
"346","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"wayside",1
"347","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"kingpin",4
"348","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"texture",3
"349","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"potency",6
"350","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"protein",6
"351","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"malaise",1
"352","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"sleight",1
"353","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"liqueur",6
"354","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"spiller",5
"355","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"fascist",6
"356","SB2020_e1","SB2020_e1_1","VariableStudy",2,0,"perusal",4
"357","SB2020_e1","SB2020_e1_1","VariableStudy",2,1,"primate",6
