"","exp","id","condition","block","isold","item","rating"
"5630","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"triplet",1
"5631","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"villain",5
"5632","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"forearm",1
"5633","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"erosion",1
"5634","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"upright",1
"5635","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"kiloton",1
"5636","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"bellman",5
"5637","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"magnate",1
"5638","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"conduit",5
"5639","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"wrinkle",5
"5640","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"respite",1
"5641","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"reducer",1
"5642","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"tempest",1
"5643","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"maudlin",1
"5644","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"affront",5
"5645","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"realism",5
"5646","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"crystal",1
"5647","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"thicket",1
"5648","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"emperor",5
"5649","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"analogy",1
"5650","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"corsage",1
"5651","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"polecat",1
"5652","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"balcony",5
"5653","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"regimen",1
"5654","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"embargo",1
"5655","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"custody",1
"5656","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"sapling",1
"5657","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"trinket",5
"5658","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"judaism",1
"5659","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"urethra",1
"5660","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"gallows",1
"5661","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"scourge",1
"5662","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"belgian",1
"5663","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"reproof",1
"5664","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"monitor",1
"5665","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"calcium",5
"5666","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"padlock",1
"5667","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"african",1
"5668","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"cistern",1
"5669","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"tornado",5
"5670","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"lunatic",1
"5671","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"volcano",1
"5672","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"heathen",1
"5673","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"bicycle",5
"5674","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"calibre",5
"5675","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"garland",1
"5676","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"silicon",1
"5677","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"dissent",5
"5678","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"extract",1
"5679","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"rapport",1
"5680","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"chowder",5
"5681","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"marshal",1
"5682","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"seventy",1
"5683","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"upsurge",1
"5684","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"adapter",1
"5685","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"mockery",5
"5686","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"fallacy",5
"5687","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"fielder",1
"5688","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"railway",1
"5689","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"variant",5
"5690","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"torment",5
"5691","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"capitol",5
"5692","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"crusher",5
"5693","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"balloon",1
"5694","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"referee",5
"5695","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"heiress",1
"5696","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"cordial",1
"5697","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"compass",1
"5698","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"amateur",5
"5699","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"larceny",1
"5700","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"flannel",1
"5701","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"capsule",1
"5702","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"showmen",1
"5703","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"bellows",1
"5704","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"hutment",1
"5705","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"hostess",1
"5706","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"peasant",1
"5707","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"dynasty",1
"5708","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"thimble",1
"5709","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"widower",1
"5710","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"alchemy",1
"5711","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"stimuli",5
"5712","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"titular",5
"5713","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"apology",1
"5714","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"chopper",1
"5715","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"overall",1
"5716","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"twinkle",1
"5717","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"cathode",5
"5718","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"frontal",1
"5719","SB2020_e1","SB2020_e1_19","VariableStudy",2,0,"decorum",1
"5720","SB2020_e1","SB2020_e1_19","VariableStudy",2,1,"sweater",1
"5721","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"carcass",6
"5722","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"lantern",1
"5723","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"rotunda",1
"5724","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"cruelty",1
"5725","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"goddess",1
"5726","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"cognate",1
"5727","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"destiny",6
"5728","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"tenancy",4
"5729","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"forfeit",1
"5730","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"cavalry",2
"5731","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"pasture",1
"5732","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"varnish",6
"5733","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"mansion",2
"5734","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"vinegar",1
"5735","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"ocarina",1
"5736","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"viceroy",3
"5737","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"floater",5
"5738","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"kingpin",4
"5739","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"digital",6
"5740","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"lampoon",6
"5741","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"surgeon",6
"5742","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"incense",1
"5743","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"insulin",6
"5744","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"penance",1
"5745","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"impiety",1
"5746","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"rebirth",1
"5747","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"residue",2
"5748","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"kindred",6
"5749","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"sleight",5
"5750","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"postmen",6
"5751","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"thinker",2
"5752","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"descent",6
"5753","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"crimean",2
"5754","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"impetus",6
"5755","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"polemic",6
"5756","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"novelty",6
"5757","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"asphalt",6
"5758","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"recital",3
"5759","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"quintet",4
"5760","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"squeeze",6
"5761","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"voyager",3
"5762","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"masseur",6
"5763","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"abandon",2
"5764","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"commune",6
"5765","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"spectre",1
"5766","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"suspect",1
"5767","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"spangle",2
"5768","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"diagram",6
"5769","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"passive",3
"5770","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"kinetic",2
"5771","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"caution",4
"5772","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"pastime",1
"5773","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"premise",1
"5774","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"fuchsia",1
"5775","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"turbine",5
"5776","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"handler",6
"5777","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"salient",2
"5778","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"outgrow",1
"5779","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"lexicon",6
"5780","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"outward",1
"5781","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"anomaly",4
"5782","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"fixture",6
"5783","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"boulder",1
"5784","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"pottery",4
"5785","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"pickaxe",1
"5786","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"vintage",3
"5787","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"inverse",6
"5788","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"liqueur",6
"5789","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"primate",3
"5790","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"calorie",6
"5791","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"outline",6
"5792","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"warhead",3
"5793","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"pitfall",1
"5794","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"postman",6
"5795","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"footman",6
"5796","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"overlap",6
"5797","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"jitters",3
"5798","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"comrade",2
"5799","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"foliage",5
"5800","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"pleader",2
"5801","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"utility",1
"5802","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"lucifer",6
"5803","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"canvass",6
"5804","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"vanilla",2
"5805","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"ticking",2
"5806","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"dualism",6
"5807","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"airport",2
"5808","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"anchovy",1
"5809","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"perjury",4
"5810","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"figment",6
"5811","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"shuffle",6
"5812","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"alumnae",5
"5813","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"haddock",5
"5814","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"booster",3
"5815","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"fatigue",3
"5816","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"trustee",1
"5817","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"trickle",3
"5818","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"holland",3
"5819","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"whisper",2
"5820","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"gateway",1
"5821","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"edifice",2
"5822","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"hessian",1
"5823","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"patriot",6
"5824","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"sternum",2
"5825","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"wayside",1
"5826","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"brigade",1
"5827","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"dresser",6
"5828","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"analyst",2
"5829","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"printer",1
"5830","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"fighter",1
"5831","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"texture",1
"5832","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"foreman",5
"5833","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"shooter",3
"5834","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"skipper",3
"5835","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"cricket",3
"5836","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"tumbler",6
"5837","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"picking",4
"5838","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"grizzly",1
"5839","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"matting",5
"5840","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"trimmer",6
"5841","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"antique",6
"5842","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"discard",6
"5843","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"backlog",2
"5844","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"granite",2
"5845","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"consent",2
"5846","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"showman",6
"5847","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"novelty",2
"5848","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"tobacco",1
"5849","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"epitome",5
"5850","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"witness",6
"5851","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"dreamer",6
"5852","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"emerald",2
"5853","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"muezzin",6
"5854","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"malaise",1
"5855","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"whiskey",6
"5856","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"reverie",5
"5857","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"skinner",1
"5858","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"seminar",1
"5859","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"overlay",1
"5860","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"monarch",6
"5861","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"sleeper",4
"5862","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"rapture ",6
"5863","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"lecture",5
"5864","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"impulse",4
"5865","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"crudity",4
"5866","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"arbiter",5
"5867","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"subsoil",4
"5868","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"urinary",6
"5869","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"devisee",2
"5870","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"academy",2
"5871","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"perfume",3
"5872","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"glimmer",3
"5873","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"glamour",6
"5874","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"consort",2
"5875","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"trigger",2
"5876","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"diocese",6
"5877","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"workman",3
"5878","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"persian",1
"5879","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"hostage",1
"5880","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"sulphur",6
"5881","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"charmer",3
"5882","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"tableau",4
"5883","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"thermos",2
"5884","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"stardom",3
"5885","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"slumber",4
"5886","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"siamese",4
"5887","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"regency",3
"5888","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"stopper",2
"5889","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"ruffian",3
"5890","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"outrage",3
"5891","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"magenta",6
"5892","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"platoon",3
"5893","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"panther",2
"5894","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"cushion",2
"5895","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"weekday",3
"5896","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"protein",2
"5897","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"pyramid",1
"5898","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"majesty",2
"5899","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"nurture",2
"5900","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"sausage",5
"5901","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"holiday",6
"5902","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"cleaner",2
"5903","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"paragon",6
"5904","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"scuffle",3
"5905","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"leasing",6
"5906","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"catcher",6
"5907","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"spiller",3
"5908","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"anatomy",6
"5909","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"seaside",2
"5910","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"statute",6
"5911","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"slipper",6
"5912","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"caliper",6
"5913","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"orderly",2
"5914","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"drizzle",1
"5915","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"planter",1
"5916","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"sandman",1
"5917","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"synonym",1
"5918","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"typhoid",5
"5919","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"arabian",2
"5920","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"rooster",2
"5921","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"hatchet",6
"5922","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"bedtime",2
"5923","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"animism",6
"5924","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"theorem",2
"5925","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"bastion",2
"5926","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"stadium",1
"5927","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"veteran",3
"5928","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"pilgrim",6
"5929","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"bigotry",6
"5930","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"advisor",2
"5931","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"dictate",2
"5932","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"harness",3
"5933","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"suction",3
"5934","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"cunning",3
"5935","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"madonna",3
"5936","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"hillman",2
"5937","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"cabinet",3
"5938","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"perusal",1
"5939","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"quantum",1
"5940","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"mastiff",6
"5941","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"shipper",2
"5942","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"rivalry",1
"5943","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"vaccine",1
"5944","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"burglar",6
"5945","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"arsenal",1
"5946","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"compost",6
"5947","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"pioneer",1
"5948","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"servant",1
"5949","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"defence",1
"5950","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"arousal",6
"5951","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"potency",6
"5952","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"prophet",4
"5953","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"surfeit",3
"5954","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"quibble",2
"5955","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"buffoon",1
"5956","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"hostler",6
"5957","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"hacksaw",6
"5958","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"aspirin",6
"5959","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"chutney",2
"5960","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"anguish",3
"5961","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"actress",3
"5962","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"discord",3
"5963","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"phoenix",6
"5964","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"monsoon",1
"5965","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"settler",1
"5966","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"pronoun",1
"5967","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"stubble",1
"5968","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"capture",4
"5969","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"parapet",2
"5970","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"hairpin",1
"5971","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"esquire",1
"5972","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"utopian",1
"5973","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"steeple",6
"5974","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"adviser",1
"5975","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"painter",6
"5976","SB2020_e1","SB2020_e1_2","VariableStudy",1,1,"fascist",1
"5977","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"cripple",1
"5978","SB2020_e1","SB2020_e1_2","VariableStudy",1,0,"dessert",3
